,id,date,price,bathrooms,sqft_lot,level
8669,8886000021,2014-06-16,445000.0,1.75,32340,low_standard
20603,3333001997,2014-07-25,445000.0,2.0,5101,low_standard
19507,3955900910,2015-04-10,445000.0,2.5,8558,low_standard
13658,9136103027,2014-06-08,445000.0,1.0,3225,low_standard
8543,259800410,2014-11-06,445000.0,1.75,7200,low_standard
16562,3874400380,2015-03-16,445000.0,2.5,22089,low_standard
5799,8563000130,2014-07-17,445000.0,1.75,10844,low_standard
3318,3904901450,2014-11-20,445000.0,2.25,4050,low_standard
13682,2781250150,2015-04-23,445000.0,2.5,6383,low_standard
19394,8126300360,2014-07-30,445000.0,2.25,11200,low_standard
16406,2592400250,2015-01-07,445000.0,2.25,7200,low_standard
19412,8024202520,2014-05-09,445000.0,2.0,6634,low_standard
3820,3942900115,2015-04-21,445000.0,1.75,4998,low_standard
10557,2722059185,2014-09-10,445000.0,2.5,81892,low_standard
21296,5592200010,2015-02-27,445000.0,2.5,5269,low_standard
4072,2877102495,2015-04-29,445000.0,1.5,3200,low_standard
7305,2297400250,2014-12-17,445000.0,2.75,7200,low_standard
10165,9560800390,2014-05-16,445000.0,2.25,7340,low_standard
16311,7787110680,2014-09-23,445000.0,2.5,8010,low_standard
9124,5422570760,2014-10-14,445000.0,1.75,7056,low_standard
4237,442000015,2014-06-12,445000.0,1.0,5664,low_standard
3530,5393601050,2014-05-09,445000.0,2.0,6000,low_standard
3453,3693900245,2014-07-07,445000.0,2.0,2500,low_standard
21195,3629960170,2014-10-21,445000.0,3.25,1960,low_standard
3421,638100015,2015-03-12,445000.0,2.0,67953,low_standard
1280,3655400060,2014-08-08,445000.0,2.5,4565,low_standard
18803,126049231,2014-05-16,445000.0,3.0,24318,low_standard
3045,5101405265,2014-09-11,445000.0,2.5,5257,low_standard
7133,3692900010,2014-10-28,445000.0,1.0,3150,low_standard
9950,3438502200,2014-09-17,445000.0,2.75,16934,low_standard
6190,5679501310,2014-10-30,445000.0,1.75,4800,low_standard
18279,1563100557,2014-10-10,445000.0,1.5,1266,low_standard
14342,1781500155,2014-05-29,445000.0,1.75,4725,low_standard
2434,7215420160,2014-07-01,445000.0,2.5,42077,low_standard
1742,4307350520,2015-02-25,445000.0,3.0,7180,low_standard
6075,8651730290,2014-08-05,445000.0,3.25,7200,low_standard
1735,2115200160,2014-06-05,445000.0,2.5,3784,low_standard
126,4058801670,2014-07-17,445000.0,2.25,8201,low_standard
20716,7853270830,2014-08-05,445000.0,2.5,7934,low_standard
123,3524049083,2014-11-04,445000.0,1.75,4400,low_standard
6439,3019300050,2014-07-31,445000.0,1.75,4000,low_standard
16156,8682310470,2015-01-07,445000.0,1.75,4660,low_standard
6423,1826049426,2015-01-05,445000.0,2.75,12368,low_standard
18298,2783600210,2014-09-16,445000.0,1.75,16863,low_standard
19778,1498300875,2014-08-14,445000.0,2.5,930,low_standard
13629,2023049218,2015-03-16,445000.0,1.0,7740,low_standard
16142,9477000190,2014-08-08,445000.0,2.25,7200,low_standard
7167,2159900020,2014-11-26,445000.0,1.5,2001,low_standard
1679,1702901557,2014-09-11,445000.0,3.0,5500,low_standard
10186,7327500270,2014-09-25,445000.0,2.25,13630,low_standard
2329,6893300295,2014-07-15,445000.0,1.75,13211,low_standard
16491,217500005,2014-11-24,444950.0,2.5,7800,low_standard
8104,3798000165,2015-02-18,444950.0,1.0,6927,low_standard
4497,6806300750,2015-03-18,444900.0,2.5,7448,low_standard
16569,7852130080,2014-09-25,444500.0,2.5,4724,low_standard
7243,5104511630,2014-08-12,444000.0,3.0,7198,low_standard
13452,3797000205,2014-09-24,444000.0,2.0,2610,low_standard
12898,3345100184,2014-10-20,443950.0,1.75,36000,low_standard
7916,4235400097,2014-12-02,443750.0,2.25,968,low_standard
2373,4443800810,2014-08-19,443725.0,1.75,3880,low_standard
8225,6021503451,2014-08-22,443600.0,2.5,1056,low_standard
607,9498200046,2015-02-06,443500.0,1.0,6804,low_standard
9209,7853301240,2014-07-17,443500.0,2.5,5866,low_standard
7157,2754700170,2014-08-04,443500.0,1.0,4140,low_standard
1588,3303100075,2014-10-14,443500.0,2.0,7598,low_standard
11202,8161020060,2014-06-20,443500.0,2.5,21781,low_standard
11392,2426049078,2014-07-16,443000.0,1.5,12197,low_standard
19079,2832100215,2015-03-23,443000.0,1.0,10170,low_standard
10674,3645100240,2014-09-22,443000.0,1.75,4579,low_standard
10745,6450302545,2015-05-08,443000.0,1.0,5460,low_standard
14532,6204200180,2014-07-09,443000.0,2.25,8223,low_standard
18766,6189600040,2014-11-17,443000.0,1.75,7950,low_standard
21500,3438503021,2014-11-05,443000.0,2.5,7049,low_standard
19952,3278600900,2014-12-31,443000.0,2.5,2778,low_standard
15767,3211260290,2015-03-09,443000.0,3.0,35124,low_standard
1783,8598900125,2015-04-06,443000.0,1.75,8028,low_standard
2861,5101404608,2014-12-01,443000.0,1.0,5413,low_standard
10374,7128300060,2014-07-07,443000.0,1.75,3000,low_standard
14551,6821101765,2014-06-21,442900.0,1.75,2788,low_standard
12880,3574801510,2014-08-13,442573.0,1.75,7567,low_standard
20331,1085623560,2015-02-02,442515.0,2.5,4875,low_standard
15890,1525069088,2015-05-04,442500.0,3.25,226097,low_standard
8207,3448001285,2014-08-18,442500.0,2.0,5920,low_standard
8557,5253300437,2015-03-19,442500.0,2.5,7092,low_standard
6656,3715500170,2014-06-23,442500.0,1.75,10280,low_standard
3937,7507500015,2014-07-30,442500.0,1.5,8303,low_standard
1718,226039282,2014-07-28,442500.0,2.5,10490,low_standard
10811,1453602065,2015-02-05,442500.0,1.0,8200,low_standard
10918,3296900160,2014-06-09,442500.0,2.5,14024,low_standard
6482,5027800190,2015-03-24,442500.0,2.25,8700,low_standard
10947,7202290240,2014-10-17,442500.0,2.5,3129,low_standard
6539,9421500010,2015-02-05,442500.0,2.25,7902,low_standard
11339,7715800310,2014-08-21,442500.0,2.25,7280,low_standard
14107,2473002060,2014-05-19,442500.0,1.75,10200,low_standard
12548,7302000210,2014-11-07,442500.0,1.5,47419,low_standard
15259,7955050250,2014-11-25,442500.0,2.25,7575,low_standard
11188,5126300960,2015-01-27,442250.0,2.5,8169,low_standard
18342,1508210100,2014-08-27,442200.0,1.75,8132,low_standard
1508,7312000240,2014-06-23,442000.0,2.5,7253,low_standard
3408,7504400850,2014-05-21,442000.0,2.25,12007,low_standard
3205,9278200131,2014-08-04,442000.0,1.5,6110,low_standard
12628,8917100206,2014-07-18,442000.0,1.5,12688,low_standard
3866,293000165,2014-08-19,442000.0,1.5,6384,low_standard
10172,7312400030,2015-01-30,442000.0,1.0,5000,low_standard
16724,1036100130,2014-08-08,442000.0,2.5,39932,low_standard
16665,6813600440,2014-10-22,442000.0,1.75,5535,low_standard
15096,952000725,2014-10-21,442000.0,1.0,4313,low_standard
572,1714900060,2015-04-24,442000.0,3.0,5445,low_standard
507,9238901420,2015-02-02,442000.0,1.0,5100,low_standard
19731,2867300030,2014-08-01,442000.0,4.0,8485,low_standard
21277,3362401763,2014-05-08,441750.0,1.5,1060,low_standard
7946,2436700315,2014-10-14,441500.0,1.75,4000,low_standard
1270,8079030350,2014-09-10,441500.0,2.5,9592,low_standard
2862,9477100490,2015-04-24,441500.0,1.75,7700,low_standard
4669,7852000110,2014-09-03,441500.0,2.5,4670,low_standard
5985,1310440470,2015-01-13,441000.0,2.5,7923,low_standard
3004,9187200245,2014-12-31,441000.0,1.5,3300,low_standard
163,3574800520,2014-06-20,441000.0,2.75,7280,low_standard
20737,4046500160,2014-07-29,441000.0,2.0,15000,low_standard
7488,825049073,2014-06-30,441000.0,1.5,3400,low_standard
14220,1250201165,2014-11-21,441000.0,2.5,3600,low_standard
20536,3319500334,2015-03-27,441000.0,1.0,1289,low_standard
8167,1826049442,2015-03-10,441000.0,2.5,11036,low_standard
19009,1604600227,2015-03-28,441000.0,1.0,3000,low_standard
4112,1387300940,2015-04-29,441000.0,1.5,7200,low_standard
11420,7202290320,2014-10-24,440500.0,2.5,3172,low_standard
16646,7853302140,2014-05-24,440500.0,2.5,4399,low_standard
13504,3374900035,2015-02-23,440250.0,1.5,8124,low_standard
7754,6141100038,2014-06-02,440150.0,1.0,6800,low_standard
17393,1823099028,2014-07-22,440000.0,2.0,32379,low_standard
4722,2391602250,2014-06-26,440000.0,1.5,5750,low_standard
18306,2472920740,2014-11-14,440000.0,2.5,7386,low_standard
5927,9238500190,2014-12-02,440000.0,2.25,28600,low_standard
5941,5100403952,2015-02-25,440000.0,1.0,4128,low_standard
11577,5056500260,2014-05-02,440000.0,2.25,8119,low_standard
12496,1982201345,2014-05-02,440000.0,1.0,4850,low_standard
17481,4140900050,2015-01-26,440000.0,1.75,10200,low_standard
3784,9521100855,2014-06-10,440000.0,1.5,1286,low_standard
20709,423059409,2014-09-28,440000.0,2.5,5650,low_standard
12048,3580900200,2014-06-17,440000.0,2.0,8400,low_standard
17637,3370000150,2014-08-04,440000.0,2.5,28254,low_standard
20719,3395070560,2015-01-20,440000.0,3.25,3642,low_standard
16940,9523102040,2014-09-22,440000.0,1.5,5300,low_standard
16600,930000425,2015-03-01,440000.0,1.75,5120,low_standard
7956,1402620120,2015-05-12,440000.0,2.5,7517,low_standard
6105,1775500050,2015-01-29,440000.0,1.0,64469,low_standard
16347,8121100255,2014-05-07,440000.0,1.75,6180,low_standard
9827,5013500400,2015-03-26,440000.0,1.0,6678,low_standard
19657,1441000350,2014-09-15,440000.0,3.5,4869,low_standard
18854,9414500230,2014-10-22,440000.0,2.25,10835,low_standard
8276,4315700175,2014-06-12,440000.0,1.0,5750,low_standard
11882,4335000030,2014-06-25,440000.0,1.75,17100,low_standard
9335,2826049023,2014-07-29,440000.0,2.25,7989,low_standard
9961,7852030310,2014-06-18,440000.0,2.5,4780,low_standard
6348,5422560470,2014-12-03,440000.0,2.0,6408,low_standard
12316,6649500060,2014-07-29,440000.0,2.5,8256,low_standard
9317,6415100410,2014-06-09,440000.0,1.75,8153,low_standard
11626,6817801040,2014-08-21,440000.0,1.0,12086,low_standard
2160,9521100106,2014-08-26,440000.0,1.0,4000,low_standard
2042,2767600171,2014-05-19,440000.0,1.5,1968,low_standard
12063,1139000135,2014-10-09,440000.0,1.0,7560,low_standard
8109,2124049160,2015-04-16,440000.0,3.0,5310,low_standard
8449,5072300210,2014-06-24,440000.0,1.75,9900,low_standard
18658,518000040,2015-01-02,440000.0,2.75,10200,low_standard
8893,2600010360,2015-03-09,440000.0,2.0,10950,low_standard
11437,7201900370,2015-05-05,440000.0,1.0,8412,low_standard
14948,9557300190,2014-07-11,440000.0,2.25,7225,low_standard
13335,6187700175,2014-12-23,440000.0,1.75,8529,low_standard
16991,826069180,2014-10-21,440000.0,2.75,56192,low_standard
17298,8079010190,2014-06-26,440000.0,2.5,7526,low_standard
9537,192600100,2014-06-26,440000.0,2.5,7826,low_standard
14492,1231001115,2014-10-01,440000.0,1.0,3400,low_standard
16568,9412200080,2014-05-23,440000.0,2.5,10400,low_standard
4847,9297301495,2015-02-03,440000.0,2.5,3738,low_standard
4936,3277801640,2014-12-02,440000.0,1.5,3245,low_standard
8040,5662100110,2015-02-18,440000.0,2.5,6807,low_standard
5041,2767701416,2015-01-16,440000.0,2.5,1032,low_standard
3661,4392200165,2014-09-04,440000.0,1.0,6567,low_standard
20175,3448740250,2015-04-28,440000.0,2.5,4526,low_standard
19483,9282801030,2014-09-25,440000.0,3.0,6000,low_standard
5261,1441800250,2015-01-26,440000.0,2.25,15750,low_standard
3884,7740100015,2015-02-06,440000.0,1.75,16851,low_standard
3183,1931301105,2014-07-17,440000.0,2.0,2401,low_standard
19929,8024200685,2014-05-20,440000.0,1.5,1443,low_standard
5385,6817800840,2015-03-25,440000.0,1.5,15873,low_standard
19376,8079010220,2014-11-17,440000.0,2.5,7203,low_standard
8656,2902200838,2014-10-27,440000.0,2.75,1088,low_standard
9021,7010700110,2014-09-16,440000.0,2.25,1800,low_standard
9408,7857003851,2015-04-20,440000.0,2.0,5004,low_standard
16459,6414100231,2014-10-15,440000.0,1.75,7986,low_standard
5836,7955060010,2014-06-13,440000.0,2.25,7575,low_standard
9719,193600200,2014-06-19,440000.0,1.75,8740,low_standard
12540,200800330,2014-07-11,440000.0,1.75,6829,low_standard
16890,3959401284,2014-06-26,440000.0,1.5,6290,low_standard
7791,1702901485,2014-06-03,440000.0,1.0,6600,low_standard
10549,9477201370,2015-02-26,440000.0,1.75,8025,low_standard
10641,5652600069,2014-09-17,440000.0,1.5,6010,low_standard
10640,3574800860,2014-10-07,440000.0,1.75,7641,low_standard
21266,1402970020,2014-12-17,440000.0,2.5,5085,low_standard
21259,2140950130,2014-09-11,440000.0,2.5,7928,low_standard
13711,4039500610,2014-08-20,440000.0,1.75,8400,low_standard
10576,7436900060,2015-04-24,440000.0,1.0,8925,low_standard
19246,7016100120,2014-06-12,440000.0,2.75,7392,low_standard
10556,924069190,2014-08-19,440000.0,1.75,11880,low_standard
13723,238000201,2014-07-23,440000.0,2.75,9697,low_standard
10297,579000550,2014-11-07,440000.0,1.5,6760,low_standard
12952,622100092,2014-07-16,440000.0,1.75,19747,low_standard
7281,123059071,2014-07-08,440000.0,2.0,217800,low_standard
15714,9560800290,2014-08-14,440000.0,2.5,11231,low_standard
1467,7935000125,2014-06-05,440000.0,1.0,7500,low_standard
7274,9828700005,2015-05-12,440000.0,1.0,4000,low_standard
7774,4397010300,2014-11-13,440000.0,2.5,10646,low_standard
1578,1529300435,2014-11-20,440000.0,1.0,5500,low_standard
1637,6838000520,2015-02-20,440000.0,1.75,4903,low_standard
968,3578110200,2014-06-23,440000.0,1.75,7207,low_standard
21315,6056100293,2014-11-10,440000.0,2.5,4929,low_standard
15811,7129304540,2015-05-14,440000.0,2.0,5600,low_standard
7427,2223069120,2014-08-20,440000.0,1.75,49149,low_standard
17881,9329300040,2014-09-10,440000.0,1.75,7820,low_standard
17860,3579800405,2014-08-25,440000.0,2.5,10880,low_standard
7556,7852180530,2015-04-03,440000.0,2.5,4997,low_standard
17890,9289900065,2014-09-11,440000.0,1.75,29735,low_standard
10960,2223089053,2014-06-03,440000.0,2.25,57063,low_standard
198,2824079053,2015-01-13,440000.0,2.5,66211,low_standard
21516,2768100206,2014-10-01,440000.0,2.25,1097,low_standard
13649,6141100330,2014-06-12,440000.0,1.0,6556,low_standard
10892,9828200746,2015-05-04,440000.0,1.5,1024,low_standard
10890,7202330160,2014-11-19,440000.0,2.5,5434,low_standard
10879,7787100390,2015-04-20,440000.0,2.5,7605,low_standard
21440,8024200683,2014-07-09,440000.0,1.5,1413,low_standard
706,9477200560,2015-04-13,440000.0,1.75,7245,low_standard
15837,2472920680,2015-01-12,440000.0,2.5,8061,low_standard
10754,4400900030,2014-06-02,440000.0,2.75,11034,low_standard
17972,1310440590,2015-04-13,440000.0,2.5,6302,low_standard
17985,2141500040,2014-09-12,440000.0,2.5,8038,low_standard
1696,9485950060,2014-12-08,440000.0,1.75,36036,low_standard
11976,7853230570,2014-09-15,440000.0,2.5,5800,low_standard
10234,8819900270,2014-05-20,440000.0,1.75,4000,low_standard
1165,3705900238,2014-08-28,439995.0,1.75,8400,low_standard
21083,1442880380,2014-07-30,439990.0,2.5,5171,low_standard
5262,8929000050,2014-09-04,439990.0,2.5,1994,low_standard
20120,2770601696,2014-07-03,439990.0,2.5,1348,low_standard
12010,2880100240,2014-08-25,439950.0,1.75,3000,low_standard
19787,8682320160,2015-02-20,439950.0,2.0,4666,low_standard
5409,7229800066,2014-08-19,439950.0,2.25,15075,low_standard
2572,1626079012,2015-02-25,439950.0,1.75,223377,low_standard
5015,5469500020,2015-05-05,439950.0,2.25,15000,low_standard
10415,2768301182,2014-12-04,439950.0,2.0,1613,low_standard
18642,2644900109,2015-04-27,439950.0,1.75,7500,low_standard
15556,2391600950,2014-05-02,439950.0,2.5,2875,low_standard
1908,5637200200,2014-05-23,439950.0,2.5,12067,low_standard
16203,6647400250,2014-07-23,439950.0,2.5,7773,low_standard
17535,5469502660,2014-09-29,439950.0,2.25,14600,low_standard
2058,6893300350,2014-06-02,439900.0,2.0,12282,low_standard
5615,4307330050,2014-07-21,439900.0,3.5,7950,low_standard
7876,8682281220,2014-10-14,439888.0,2.0,6515,low_standard
15250,2207200635,2014-06-02,439800.0,1.5,6900,low_standard
5486,2323069073,2014-06-22,439500.0,2.5,40003,low_standard
1854,8665900295,2015-04-23,439500.0,2.5,6510,low_standard
6349,446000020,2014-09-13,439500.0,1.0,5500,low_standard
19993,6371000148,2014-11-25,439108.0,1.5,1340,low_standard
7887,9268200348,2014-10-28,439000.0,2.0,5009,low_standard
15026,1323089056,2014-11-10,439000.0,1.75,113862,low_standard
13637,5249803010,2015-01-21,439000.0,2.0,5465,low_standard
19462,1626079154,2014-05-20,439000.0,2.0,251341,low_standard
16222,2045800006,2014-09-04,439000.0,2.25,4551,low_standard
1405,5255690160,2014-10-09,439000.0,2.25,8300,low_standard
1391,2710600070,2015-02-04,439000.0,1.0,5671,low_standard
13955,8832900155,2015-04-14,439000.0,2.5,17279,low_standard
9063,4204400175,2015-02-17,439000.0,3.5,10000,low_standard
6521,7883605985,2015-03-30,439000.0,2.25,6000,low_standard
4052,3876200100,2014-07-10,439000.0,2.0,7500,low_standard
10651,7579200765,2014-10-06,439000.0,2.5,944,low_standard
6872,7558300170,2014-12-12,439000.0,2.25,13477,low_standard
20364,6056111350,2015-05-12,439000.0,2.25,2343,low_standard
16601,3291800670,2014-06-30,439000.0,2.5,7904,low_standard
1812,6804600550,2014-07-08,439000.0,2.25,9503,low_standard
9306,9477201530,2015-04-23,439000.0,2.25,7565,low_standard
1969,2856100125,2014-10-01,439000.0,1.0,5100,low_standard
3253,9828702095,2014-09-25,439000.0,1.0,2400,low_standard
19854,3022800260,2014-10-07,439000.0,2.5,2801,low_standard
13520,6116500366,2015-04-01,439000.0,1.0,19007,low_standard
10049,1473120390,2014-12-24,439000.0,2.5,9551,low_standard
3052,259801110,2014-08-28,439000.0,1.75,7030,low_standard
583,3876300310,2014-10-22,439000.0,2.25,10070,low_standard
12191,1220069035,2014-11-20,438950.0,2.5,385506,low_standard
477,6844700810,2014-09-01,438924.0,1.5,4590,low_standard
6078,2781100080,2014-12-10,438900.0,2.5,5700,low_standard
13100,9558040230,2015-04-06,438800.0,2.5,4432,low_standard
11726,2826049117,2014-05-28,438750.0,1.75,6480,low_standard
11376,5694501195,2015-05-11,438600.0,1.0,2500,low_standard
16573,1657300280,2014-12-29,438500.0,2.25,10689,low_standard
5232,7319900345,2014-08-25,438500.0,2.0,3072,low_standard
2460,7640400106,2014-09-11,438400.0,1.0,8100,low_standard
16424,3426049153,2014-11-10,438200.0,2.0,5643,low_standard
161,3756500060,2015-03-09,438000.0,1.75,9660,low_standard
17358,7202330170,2014-07-17,438000.0,2.5,3031,low_standard
28,5101402488,2014-06-24,438000.0,1.75,6380,low_standard
21401,2771602427,2014-05-08,438000.0,1.0,1179,low_standard
14691,1025059186,2014-09-17,438000.0,1.75,9885,low_standard
12165,3034200036,2015-04-24,438000.0,1.0,9255,low_standard
438,9528102772,2014-07-08,438000.0,2.0,1372,low_standard
5874,9141100255,2015-04-29,438000.0,2.25,29347,low_standard
14440,5100403321,2015-03-18,438000.0,1.0,6380,low_standard
8776,6028000090,2015-01-26,438000.0,2.25,14279,low_standard
14624,2881700522,2015-04-21,438000.0,2.25,9150,low_standard
4174,2461900945,2015-04-21,438000.0,1.0,6250,low_standard
852,5637500070,2014-07-31,438000.0,2.5,1304,low_standard
7230,2592400470,2014-12-05,438000.0,2.5,6840,low_standard
2953,5214500690,2014-09-04,438000.0,2.5,8545,low_standard
2723,272000125,2014-08-29,438000.0,1.0,4000,low_standard
1237,4140900140,2014-05-27,438000.0,1.75,12940,low_standard
8579,6072760210,2014-10-02,437850.0,2.25,14255,low_standard
20217,3862710050,2014-11-13,437718.0,2.5,3265,low_standard
8751,2767604712,2014-09-19,437500.0,2.5,1125,low_standard
499,7852030960,2014-11-06,437500.0,2.5,4500,low_standard
3340,6403510090,2014-11-11,437500.0,2.5,7513,low_standard
16061,5288200225,2014-11-25,437500.0,2.0,2875,low_standard
99,7338200240,2014-05-16,437500.0,2.5,36847,low_standard
14914,2622029073,2014-09-05,437500.0,2.25,205603,low_standard
16768,5561000190,2014-05-02,437500.0,2.25,35100,low_standard
9959,3501600135,2014-07-07,437500.0,2.0,4800,low_standard
16904,1725059259,2014-11-25,437500.0,1.0,16393,low_standard
20124,2767604074,2014-08-22,437500.0,1.5,1232,low_standard
4807,2558660290,2015-02-18,437500.0,2.25,7700,low_standard
353,3363900111,2014-12-03,437500.0,1.0,3120,low_standard
16146,3298400470,2015-02-04,437400.0,1.75,8925,low_standard
17963,1774000330,2014-07-07,437000.0,1.75,17568,low_standard
12172,520700125,2014-08-05,437000.0,2.25,8775,low_standard
6384,8682260470,2014-06-19,437000.0,1.75,4225,low_standard
11985,2623029078,2014-06-03,437000.0,2.0,137565,low_standard
2324,2203500570,2015-02-17,437000.0,1.75,10642,low_standard
15746,1474000050,2014-05-08,437000.0,1.75,9282,low_standard
20382,6824100014,2015-04-29,437000.0,3.0,1180,low_standard
2069,461003251,2014-08-01,437000.0,2.25,1221,low_standard
19872,2487700274,2015-03-09,437000.0,3.0,1452,low_standard
8233,1494300040,2014-06-24,437000.0,2.5,8505,low_standard
403,1151100070,2015-02-24,437000.0,2.5,22357,low_standard
4368,6825100015,2014-06-04,437000.0,1.75,6800,low_standard
20402,1023059246,2014-05-14,437000.0,2.75,5200,low_standard
2377,7857003505,2014-09-09,437000.0,2.0,8316,low_standard
21427,1085623630,2014-10-03,436952.0,2.5,4772,low_standard
14363,8126300610,2015-04-01,436800.0,1.75,12714,low_standard
3626,3693900985,2014-05-29,436500.0,1.0,5000,low_standard
11016,8854000370,2014-06-20,436500.0,3.0,12429,low_standard
7171,2591850080,2014-06-30,436500.0,2.5,11173,low_standard
20288,6306800010,2014-08-11,436472.0,2.5,8392,low_standard
3686,3343903647,2014-10-28,436300.0,2.0,9420,low_standard
19830,9267200226,2014-05-02,436110.0,2.5,1235,low_standard
10801,993002127,2015-02-23,436000.0,2.25,1384,low_standard
271,6378500125,2015-05-01,436000.0,1.0,7538,low_standard
20110,475000176,2014-12-22,436000.0,2.5,1193,low_standard
9092,9324800455,2014-10-23,436000.0,1.0,8100,low_standard
5152,3840700653,2014-12-12,436000.0,2.75,9600,low_standard
15987,5104200470,2015-03-25,436000.0,3.0,9856,low_standard
17618,3876313170,2014-12-09,436000.0,2.25,8000,low_standard
17406,9269260420,2014-11-10,436000.0,2.5,3899,low_standard
12945,1226039054,2015-03-16,436000.0,1.5,10200,low_standard
20914,2767704777,2014-09-19,436000.0,2.5,1238,low_standard
13574,4319200450,2015-01-20,436000.0,1.0,6600,low_standard
11273,9828202325,2014-06-19,436000.0,1.0,6600,low_standard
4962,3578110020,2014-10-01,436000.0,2.25,6680,low_standard
15370,7905380280,2014-08-22,436000.0,2.0,15044,low_standard
15583,808300470,2014-12-02,436000.0,2.5,5751,low_standard
3546,7300700056,2014-10-29,436000.0,2.25,6710,low_standard
604,3904901710,2015-02-24,435500.0,2.25,4789,low_standard
19157,3213200245,2015-01-15,435500.0,1.75,4512,low_standard
13331,2113700790,2015-03-12,435010.0,1.0,4000,low_standard
8111,1422300100,2014-09-29,435000.0,2.5,46638,low_standard
10020,5706201360,2015-02-19,435000.0,1.5,12551,low_standard
8371,2044500201,2014-06-09,435000.0,2.25,7200,low_standard
19283,4449800063,2015-04-03,435000.0,1.0,2786,low_standard
13045,3034200142,2014-09-23,435000.0,1.5,6988,low_standard
7912,2896400300,2015-03-19,435000.0,2.25,2684,low_standard
17173,3336000050,2015-05-01,435000.0,3.0,4290,low_standard
5074,2591820080,2014-11-03,435000.0,2.5,10375,low_standard
13828,1473120230,2014-12-23,435000.0,2.5,7590,low_standard
2897,6300000378,2015-03-03,435000.0,2.0,4033,low_standard
749,1138020200,2014-09-03,435000.0,1.5,6460,low_standard
13037,3111300040,2014-08-01,435000.0,2.25,8491,low_standard
7513,3298300210,2015-02-19,435000.0,1.0,7590,low_standard
1235,6117501820,2015-04-28,435000.0,1.0,11234,low_standard
565,7203102050,2014-07-28,435000.0,2.5,5680,low_standard
10077,1972202010,2014-08-01,435000.0,3.0,1350,low_standard
19864,1776230060,2014-07-08,435000.0,2.5,3143,low_standard
17278,2769602135,2014-08-13,435000.0,2.0,2500,low_standard
7805,8665050450,2014-09-12,435000.0,2.5,4065,low_standard
5529,3626039415,2014-06-11,435000.0,2.5,2581,low_standard
11098,3816300105,2015-01-12,435000.0,2.5,10125,low_standard
5618,5255710010,2014-12-15,435000.0,1.75,13700,low_standard
12624,3629970610,2014-07-18,435000.0,2.5,2375,low_standard
21438,2461900448,2014-06-16,435000.0,2.0,2674,low_standard
10889,1072010510,2015-02-10,435000.0,2.25,14073,low_standard
8580,9485950040,2014-06-06,435000.0,2.75,50994,low_standard
11216,5592900105,2015-02-13,435000.0,1.75,7200,low_standard
8609,8024202350,2014-07-21,435000.0,1.0,5106,low_standard
6003,8663370020,2014-08-06,435000.0,2.0,6911,low_standard
19918,7852130800,2014-05-13,435000.0,2.25,6355,low_standard
10838,1232001040,2014-10-16,435000.0,1.0,4219,low_standard
5821,1934800086,2014-11-20,435000.0,2.5,1222,low_standard
5841,1523069215,2014-06-03,435000.0,1.75,132858,low_standard
15880,7170200080,2014-06-17,435000.0,1.0,3800,low_standard
15875,9528104360,2014-09-12,435000.0,1.5,1245,low_standard
2972,1036100100,2014-07-02,435000.0,2.5,7984,low_standard
9655,8035350090,2014-06-16,435000.0,2.5,9521,low_standard
671,5101405124,2014-09-12,435000.0,2.5,6380,low_standard
8056,322069010,2015-05-08,435000.0,2.0,233481,low_standard
379,7132300695,2015-04-21,435000.0,1.5,3348,low_standard
8372,6450303950,2014-05-05,435000.0,2.0,9240,low_standard
15823,5088500170,2014-10-27,435000.0,2.5,16102,low_standard
14796,1937300180,2014-06-06,435000.0,2.0,5000,low_standard
6168,3570300080,2014-10-28,435000.0,2.25,3015,low_standard
17357,4154304505,2014-09-19,435000.0,1.0,7200,low_standard
13169,9297300395,2014-05-27,435000.0,1.0,4000,low_standard
10636,1313300400,2014-07-01,435000.0,2.5,13446,low_standard
16541,1442300005,2015-02-18,435000.0,2.0,6880,low_standard
12855,2525000760,2014-11-05,435000.0,2.0,12744,low_standard
19242,9297300590,2014-11-03,435000.0,1.75,4400,low_standard
6876,9214400396,2015-02-27,435000.0,1.0,5643,low_standard
10649,2206700070,2014-10-13,435000.0,1.0,9656,low_standard
1339,5104450070,2015-03-09,435000.0,2.25,7506,low_standard
9794,3760500240,2015-05-12,435000.0,0.75,16321,low_standard
21298,3448740190,2014-07-09,435000.0,2.5,5200,low_standard
4074,1049010300,2015-04-27,435000.0,2.0,4745,low_standard
15778,1839920050,2015-04-14,435000.0,2.0,10713,low_standard
17103,2112700185,2015-03-25,435000.0,2.5,6000,low_standard
18067,7658600150,2014-06-30,435000.0,2.0,3840,low_standard
9582,2767704055,2014-06-09,435000.0,1.0,5000,low_standard
9503,2126049154,2014-12-17,435000.0,2.75,8148,low_standard
10491,3735901600,2014-06-06,435000.0,1.0,4080,low_standard
15588,8122100235,2015-04-13,435000.0,1.0,6250,low_standard
20842,2770601769,2014-06-17,435000.0,2.25,1238,low_standard
2409,1088000030,2014-12-03,435000.0,2.25,8548,low_standard
6375,1770000130,2014-11-26,435000.0,1.75,16748,low_standard
3632,2489200165,2014-08-07,435000.0,1.0,5500,low_standard
15191,3971700635,2015-05-06,435000.0,3.0,7245,low_standard
18903,1972201161,2015-03-23,435000.0,1.0,1800,low_standard
1162,5415300060,2014-08-13,435000.0,3.5,8620,low_standard
